id,title,slug,cluster,status,score,qa_path,draft_path,research_path,subtitle,main_keyword,extended_keywords,search_intent,unique_angle,reader_job,decision_moment,answer_claim,evidence_plan,non_overlap_claim,internal_link_targets,section_sequence,visual_plan
"d041","머리카락이 빠지면서 두피가 아플 때: 사진보다 먼저 확인할 신호","hair-loss-scalp-pain-scarring-note","dermatology","done","97","output/wonon/batch-110/qa/d041-hair-loss-scalp-pain-scarring-note.json","output/wonon/batch-110/drafts/d041-hair-loss-scalp-pain-scarring-note.mdx","output/wonon/batch-110/research/d041-hair-loss-scalp-pain-scarring-note.json","머리카락이 빠지면서 두피가 아플 때: 사진보다 먼저 확인할 신호","머리카락이 빠지면서 두피가 아플 때: 사진보다 먼저 확인할 신호","dermatology","탈락 양상과 두피 통증·붉음·흉터 가능성을 분리해 피부과 평가 시점을 정한다.","기존 글은 일정한 사진 기록법; 이 글은 두피 염증·흉터 가능성의 신속한 평가 신호다.","탈락 양상과 두피 통증·붉음·흉터 가능성을 분리해 피부과 평가 시점을 정한다.","탈모 사진을 남기고 있지만 통증·가려움·비늘·국소 탈락이 동반될 때.","탈락 양상과 두피 통증·붉음·흉터 가능성을 분리해 피부과 평가 시점을 정한다.","탈모 원인 맥락, 국소 탈락 참고, 진료 경로","기존 글은 일정한 사진 기록법; 이 글은 두피 염증·흉터 가능성의 신속한 평가 신호다.","hair-loss-photo-rule | health-checkup-questions","정상 탈락과 경고 신호 | 두피 자체의 변화 | 약·질환·영양 질문 | 사진의 한계 | 진료 전 피해야 할 행동","가르마·탈락부위·두피감각·새 제품 4칸 기록"
"d042","당뇨·고혈압이 있는데 시야가 흐릴 때: 안과 상담 전 기록","blurred-vision-diabetes-hypertension","eye-metabolic","done","97","output/wonon/batch-110/qa/d042-blurred-vision-diabetes-hypertension.json","output/wonon/batch-110/drafts/d042-blurred-vision-diabetes-hypertension.mdx","output/wonon/batch-110/research/d042-blurred-vision-diabetes-hypertension.json","당뇨·고혈압이 있는데 시야가 흐릴 때: 안과 상담 전 기록","당뇨·고혈압이 있는데 시야가 흐릴 때: 안과 상담 전 기록","eye-metabolic","시야 흐림의 시간·한쪽/양쪽·혈당·반복 코피의 의학적 맥락을 기록해 긴급도와 안과 질문을 정한다.","비문증·번쩍임 응급 신호나 공복혈당 결과가 아니라 대사질환 맥락의 흐린 시야 평가다.","시야 흐림의 시간·한쪽/양쪽·혈당·반복 코피의 의학적 맥락을 기록해 긴급도와 안과 질문을 정한다.","안경 문제라 생각했지만 흐림이 반복되거나 기존 대사질환이 있을 때.","시야 흐림의 시간·한쪽/양쪽·혈당·반복 코피의 의학적 맥락을 기록해 긴급도와 안과 질문을 정한다.","당뇨망막병증, 당뇨 합병증, 시야 흐림 경로","비문증·번쩍임 응급 신호나 공복혈당 결과가 아니라 대사질환 맥락의 흐린 시야 평가다.","new-floaters-flashes-contact-card | fasting-glucose-result-context | health-checkup-questions","흐림의 모양 | 대사질환과 눈 검진 | 기록할 측정값 | 당일 평가 신호 | 정기검진 질문","한쪽/양쪽·갑작스러움·동반통증·측정값 메모"
"d043","백내장 수술 권유를 받았을 때: 시력표보다 일상기능으로 묻는 질문","cataract-surgery-daily-function-questions","eye-aging","done","97","output/wonon/batch-110/qa/d043-cataract-surgery-daily-function-questions.json","output/wonon/batch-110/drafts/d043-cataract-surgery-daily-function-questions.mdx","output/wonon/batch-110/research/d043-cataract-surgery-daily-function-questions.json","백내장 수술 권유를 받았을 때: 시력표보다 일상기능으로 묻는 질문","백내장 수술 권유를 받았을 때: 시력표보다 일상기능으로 묻는 질문","eye-aging","검사 수치가 아니라 운전·계단·독서·빛번짐의 실제 제한을 바탕으로 수술 상담 질문을 준비한다.","망막 응급 연락카드가 아니라 계획수술의 기능·공유의사결정 준비다.","검사 수치가 아니라 운전·계단·독서·빛번짐의 실제 제한을 바탕으로 수술 상담 질문을 준비한다.","백내장 진단은 들었지만 지금 수술할지 고민될 때.","검사 수치가 아니라 운전·계단·독서·빛번짐의 실제 제한을 바탕으로 수술 상담 질문을 준비한다.","백내장 기본, 수술 결정 맥락, 환자 경로","망막 응급 연락카드가 아니라 계획수술의 기능·공유의사결정 준비다.","new-floaters-flashes-contact-card | health-checkup-questions","백내장과 기능저하 | 일상 장면 기록 | 수술 전 질문 | 렌즈·동반질환 상담 범위 | 수술 뒤 즉시 연락할 신호","운전·계단·독서·야간빛번짐 기능카드"
"d044","청력검사 결과를 받았을 때: 보청기 선택 전 먼저 물을 질문","hearing-test-hearing-aid-next-questions","hearing-function","done","97","output/wonon/batch-110/qa/d044-hearing-test-hearing-aid-next-questions.json","output/wonon/batch-110/drafts/d044-hearing-test-hearing-aid-next-questions.mdx","output/wonon/batch-110/research/d044-hearing-test-hearing-aid-next-questions.json","청력검사 결과를 받았을 때: 보청기 선택 전 먼저 물을 질문","청력검사 결과를 받았을 때: 보청기 선택 전 먼저 물을 질문","hearing-function","청력도 숫자와 실제 대화·전화·소음환경의 어려움을 연결해 후속 상담을 준비한다.","돌발 청력저하의 응급 경로가 아니라 안정적 청력검사 후 기능·기기상담 준비다.","청력도 숫자와 실제 대화·전화·소음환경의 어려움을 연결해 후속 상담을 준비한다.","검사에서 저하를 들었고 곧바로 기기 구매를 권유받았을 때.","청력도 숫자와 실제 대화·전화·소음환경의 어려움을 연결해 후속 상담을 준비한다.","보청기 정보, 청력 건강, 진료 경로","돌발 청력저하의 응급 경로가 아니라 안정적 청력검사 후 기능·기기상담 준비다.","sudden-hearing-change-note | health-checkup-questions","검사와 생활기능 | 양쪽 차이·갑작스러움 | 기기 전 의료평가 질문 | 시험착용 비교 기준 | 소통 전략","대화·전화·TV·소음장소 4상황 기능표"
"d045","코피가 반복될 때: 건조함·혈압·복용약을 함께 적는 메모","recurrent-nosebleed-medication-context","ent-medication-safety","done","97","output/wonon/batch-110/qa/d045-recurrent-nosebleed-medication-context.json","output/wonon/batch-110/drafts/d045-recurrent-nosebleed-medication-context.mdx","output/wonon/batch-110/research/d045-recurrent-nosebleed-medication-context.json","코피가 반복될 때: 건조함·혈압·복용약을 함께 적는 메모","코피가 반복될 때: 건조함·혈압·복용약을 함께 적는 메모","ent-medication-safety","반복 코피의 빈도·지속시간·양·외상·복용약을 정리해 자가관리와 진료 필요성을 가른다.","비염 노출/수면 또는 혈압약 어지럼이 아니라 출혈 사건과 약물 안전의 조율이다.","반복 코피의 빈도·지속시간·양·외상·복용약을 정리해 자가관리와 진료 필요성을 가른다.","짧은 코피가 자주 나거나 약을 복용 중이라 중단 여부가 걱정될 때.","반복 코피의 빈도·지속시간·양·외상·복용약을 정리해 자가관리와 진료 필요성을 가른다.","코피 응급 신호, 반복 코피 맥락, 반복 코피의 의학적 맥락","비염 노출/수면 또는 혈압약 어지럼이 아니라 출혈 사건과 약물 안전의 조율이다.","rhinitis-exposure-sleep-log | blood-pressure-medicine-dizziness-table | health-checkup-questions","반복과 대량 출혈 구분 | 건조·자극 요인 | 약물 확인의 원칙 | 압박 뒤 연락 신호 | 진료에 가져갈 정보","날짜·지속시간·한쪽/양쪽·약·압박 반응 기록"
"d046","잇몸 출혈과 항응고제·골다공증약: 치과와 처방의를 연결하는 질문","gum-bleeding-anticoagulant-dental-coordination","oral-medication-coordination","done","96","output/wonon/batch-110/qa/d046-gum-bleeding-anticoagulant-dental-coordination.json","output/wonon/batch-110/drafts/d046-gum-bleeding-anticoagulant-dental-coordination.mdx","output/wonon/batch-110/research/d046-gum-bleeding-anticoagulant-dental-coordination.json","잇몸 출혈과 항응고제·골다공증약: 치과와 처방의를 연결하는 질문","잇몸 출혈과 항응고제·골다공증약: 치과와 처방의를 연결하는 질문","oral-medication-coordination","잇몸 출혈·치과 시술 계획·복용약 정보를 한 장에 정리해 양쪽 의료진에게 같은 질문을 한다.","기존은 잇몸 출혈 일반 치과 메모/전체 약정리; 본문은 항응고·골다공증약과 치과 시술의 조정 문제다.","잇몸 출혈·치과 시술 계획·복용약 정보를 한 장에 정리해 양쪽 의료진에게 같은 질문을 한다.","출혈이 있어 치과 예약을 잡았거나 발치·치주치료를 앞두고 있을 때.","잇몸 출혈·치과 시술 계획·복용약 정보를 한 장에 정리해 양쪽 의료진에게 같은 질문을 한다.","항응고제와 치과 시술, 골다공증약과 턱뼈 위험, 잇몸 출혈 경로","기존은 잇몸 출혈 일반 치과 메모/전체 약정리; 본문은 항응고·골다공증약과 치과 시술의 조정 문제다.","bleeding-gums-dental-note | medication-reconciliation-sheet | health-checkup-questions","출혈과 구강위생 | 약 목록의 정확한 전달 | 시술 전 양쪽 연락 | 변경하면 안 되는 것 | 지속 출혈 경고","치과 시술·약명·처방의·출혈경과 조율표"
"d047","입이 계속 마르고 충치·삼킴 불편이 겹칠 때: 약과 증상을 정리하는 법","dry-mouth-cavity-swallowing-context","oral-systemic","done","96","output/wonon/batch-110/qa/d047-dry-mouth-cavity-swallowing-context.json","output/wonon/batch-110/drafts/d047-dry-mouth-cavity-swallowing-context.mdx","output/wonon/batch-110/research/d047-dry-mouth-cavity-swallowing-context.json","입이 계속 마르고 충치·삼킴 불편이 겹칠 때: 약과 증상을 정리하는 법","입이 계속 마르고 충치·삼킴 불편이 겹칠 때: 약과 증상을 정리하는 법","oral-systemic","건조 시간·구강통증·충치·삼킴·복용약을 나눠 치과와 진료상담의 출발점을 만든다.","맛 변화나 연하곤란 단독이 아니라 지속 구강건조의 치아·약물·삼킴 연결을 다룬다.","건조 시간·구강통증·충치·삼킴·복용약을 나눠 치과와 진료상담의 출발점을 만든다.","물만 자주 마시며 버티는데 충치·말하기·삼킴 불편이 생길 때.","건조 시간·구강통증·충치·삼킴·복용약을 나눠 치과와 진료상담의 출발점을 만든다.","구강건조, 환자 경로, 충치 위험","맛 변화나 연하곤란 단독이 아니라 지속 구강건조의 치아·약물·삼킴 연결을 다룬다.","taste-change-context-table | swallowing-difficulty-visit-note | health-checkup-questions","건조가 생활에 미치는 영향 | 약과 전신질환 질문 | 충치 위험 관리 | 삼킴·체중 변화 경고 | 치과·진료 역할 분리","밤/낮 건조·구강통증·삼킴·약물 4축 표"
"d048","아침 턱 통증과 이갈이가 의심될 때: 치과 상담 전 기록","jaw-pain-bruxism-visit-note","orofacial-pain","done","96","output/wonon/batch-110/qa/d048-jaw-pain-bruxism-visit-note.json","output/wonon/batch-110/drafts/d048-jaw-pain-bruxism-visit-note.mdx","output/wonon/batch-110/research/d048-jaw-pain-bruxism-visit-note.json","아침 턱 통증과 이갈이가 의심될 때: 치과 상담 전 기록","아침 턱 통증과 이갈이가 의심될 때: 치과 상담 전 기록","orofacial-pain","턱 통증·입 벌어짐·소리·두통·수면 상황을 나눠 치과/의료 평가 질문을 만든다.","수면 중 다리불편·새 두통이 아니라 턱 기능과 치과평가 준비다.","턱 통증·입 벌어짐·소리·두통·수면 상황을 나눠 치과/의료 평가 질문을 만든다.","아침에 턱이 뻐근하거나 딱딱 소리가 나서 보호장치를 바로 사고 싶을 때.","턱 통증·입 벌어짐·소리·두통·수면 상황을 나눠 치과/의료 평가 질문을 만든다.","턱관절 질환, 구강안면통, 환자 경로","수면 중 다리불편·새 두통이 아니라 턱 기능과 치과평가 준비다.","night-leg-discomfort-description | new-headache-pattern-card | health-checkup-questions","이갈이와 턱관절 증상 | 통증 위치·기능 확인 | 수면·스트레스 맥락 | 보호장치 전 질문 | 턱 잠김·감염 경고","아침통증·벌어짐·소리·두통·수면 5칸 일지"
"d049","폐경 전후 성욕 변화가 고민될 때: 통증·관계·약을 나눠 묻는 메모","postmenopause-libido-change-note","sexual-health-menopause","done","97","output/wonon/batch-110/qa/d049-postmenopause-libido-change-note.json","output/wonon/batch-110/drafts/d049-postmenopause-libido-change-note.mdx","output/wonon/batch-110/research/d049-postmenopause-libido-change-note.json","폐경 전후 성욕 변화가 고민될 때: 통증·관계·약을 나눠 묻는 메모","폐경 전후 성욕 변화가 고민될 때: 통증·관계·약을 나눠 묻는 메모","sexual-health-menopause","성욕 변화의 시간, 통증·건조, 기분, 관계 상황, 약물을 구분해 상담의 우선 질문을 정한다.","기존은 성교통 또는 GSM 증상 위치; 본문은 성욕 변화의 다요인 상담 우선순위다.","성욕 변화의 시간, 통증·건조, 기분, 관계 상황, 약물을 구분해 상담의 우선 질문을 정한다.","성욕 저하를 나이 탓으로 넘기거나 호르몬·보충제를 바로 시작하려 할 때.","성욕 변화의 시간, 통증·건조, 기분, 관계 상황, 약물을 구분해 상담의 우선 질문을 정한다.","여성 성건강, 폐경 맥락, 증상 맥락","기존은 성교통 또는 GSM 증상 위치; 본문은 성욕 변화의 다요인 상담 우선순위다.","sexual-pain-visit-note | gsm-dryness-urinary-signs | health-checkup-questions","성욕 변화의 여러 맥락 | 통증과 욕구 분리 | 약·기분·수면 확인 | 파트너와 상담 준비 | 원치 않는 성관계·안전 지원","변화시점·통증/건조·기분·관계·약물 5영역 메모"
"d050","가족의 난소·유방·대장암을 들었을 때: 유전상담 전 가족력 카드","family-cancer-genetic-counseling-prep","hereditary-cancer","done","97","output/wonon/batch-110/qa/d050.json","output/wonon/batch-110/drafts/d050-family-cancer-genetic-counseling-prep.mdx","output/wonon/batch-110/research/d050-family-cancer-genetic-counseling-prep.json","가족의 난소·유방·대장암을 들었을 때: 유전상담 전 가족력 카드","가족의 난소·유방·대장암을 들었을 때: 유전상담 전 가족력 카드","hereditary-cancer","가족의 암 종류·진단 나이·양쪽 계통·검사 여부를 모아 유전상담이 필요한지 물을 준비를 한다.","대장암 가족력 또는 유방검진 안내가 아니라 여러 관련 암종을 묶은 유전상담 준비와 가족력 정확도다.","가족의 암 종류·진단 나이·양쪽 계통·검사 여부를 모아 유전상담이 필요한지 물을 준비를 한다.","가족의 암 소식을 들었지만 내 검진이나 유전자검사를 바로 예약해야 할지 모를 때.","가족의 암 종류·진단 나이·양쪽 계통·검사 여부를 모아 유전상담이 필요한지 물을 준비를 한다.","암 유전학 기본, 난소암 위험·가족력, 가족력 수집","대장암 가족력 또는 유방검진 안내가 아니라 여러 관련 암종을 묶은 유전상담 준비와 가족력 정확도다.","colorectal-family-history-card | breast-screening-notice-personal-context | health-checkup-questions","가족력의 정확한 단위 | 암종과 진단나이 수집 | 유전상담에서 묻는 것 | 일반 검진과 개인위험 구분 | 불안을 키우지 않는 다음 단계","친가/외가·암종·진단나이·유전자검사 4열 가족력 카드"
